Id,Label,timeset,modularity_class,indegree,outdegree,Degree,componentnumber,strongcompnum,weighted indegree,weighted outdegree,Weighted Degree
adapt_ai,adapt_ai,,2,0,2,2,0,2170,0,2,2
lasalamartos,lasalamartos,,0,0,0,0,0,0,0,0,0
TE_pymes,TE_pymes,,9,14,2,16,0,182,14,2,16
aneshali,aneshali,,11,0,2,2,0,2172,0,2,2
AnaGarciaMart16,AnaGarciaMart16,,0,0,0,0,0,0,0,0,0
AED_es,AED_es,,16,0,1,1,0,2173,0,1,1
sendbyself,sendbyself,,0,0,0,0,0,0,0,0,0
NatiBomba,NatiBomba,,0,0,0,0,0,0,0,0,0
JDavidBelenguer,JDavidBelenguer,,0,0,0,0,0,0,0,0,0
freelanceandalu,freelanceandalu,,0,0,0,0,0,0,0,0,0
crisgzpz,crisgzpz,,0,0,0,0,0,0,0,0,0
dlcarballo,dlcarballo,,1,2,0,2,0,401,2,0,2
ElleGademi,ElleGademi,,6,0,2,2,0,2174,0,2,2
MEpublicaciones,MEpublicaciones,,0,0,0,0,0,0,0,0,0
lamontero1,lamontero1,,0,0,0,0,0,0,0,0,0
Senyorito_Xavi,Senyorito_Xavi,,0,0,0,0,0,0,0,0,0
IESCosmeGarcia,IESCosmeGarcia,,11,1,0,1,0,424,1,0,1
victorpedrera,victorpedrera,,0,0,0,0,0,0,0,0,0
frodobolson3,frodobolson3,,0,0,0,0,0,0,0,0,0
tecnoaqua,tecnoaqua,,1,2,1,3,0,2089,2,1,3
geisbalague,geisbalague,,0,0,0,0,0,0,0,0,0
_LABME,_LABME,,16,1,1,2,0,1135,1,1,2
arguellesmag,arguellesmag,,0,0,0,0,0,0,0,0,0
BegoPiquer,BegoPiquer,,0,0,0,0,0,0,0,0,0
canalceo,canalceo,,9,0,3,3,0,2175,0,3,3
kristina_pach,kristina_pach,,0,0,0,0,0,0,0,0,0
manuelcardiel60,manuelcardiel60,,0,0,0,0,0,0,0,0,0
caminosmadrid,caminosmadrid,,13,2,1,3,0,1407,2,1,3
anacanoarribas,anacanoarribas,,0,0,0,0,0,0,0,0,0
mujer_area,mujer_area,,0,0,0,0,0,0,0,0,0
masterMBAe3,masterMBAe3,,9,1,2,3,0,943,1,2,3
joseantego,joseantego,,0,0,0,0,0,0,0,0,0
IsaMastro,IsaMastro,,0,0,0,0,0,0,0,0,0
VictoriaRedond,VictoriaRedond,,0,0,0,0,0,0,0,0,0
Desiderio2015,Desiderio2015,,0,0,0,0,0,0,0,0,0
Joseluislosa,Joseluislosa,,13,0,3,3,0,2177,0,3,3
hidelisavelzque,hidelisavelzque,,0,0,0,0,0,0,0,0,0
CCOO,CCOO,,0,0,0,0,0,0,0,0,0
rafa_granados_,rafa_granados_,,0,0,0,0,0,0,0,0,0
AlicanteMKT,AlicanteMKT,,10,0,17,17,0,2179,0,17,17
Titocabral21,Titocabral21,,15,0,2,2,0,2180,0,2,2
susanapavon_CM,susanapavon_CM,,0,0,0,0,0,0,0,0,0
mpretamosa,mpretamosa,,0,0,0,0,0,0,0,0,0
Agrodigital_us,Agrodigital_us,,16,5,1,6,0,1426,5,1,6
TreceBits,TreceBits,,15,2,1,3,0,1562,2,1,3
FuertesJG,FuertesJG,,13,0,2,2,0,2181,0,2,2
Viaje_infinito,Viaje_infinito,,0,0,0,0,0,0,0,0,0
Lady_Sett,Lady_Sett,,0,0,0,0,0,0,0,0,0
CostadelSolAND,CostadelSolAND,,0,0,0,0,0,0,0,0,0
MWCapital,MWCapital,,0,0,0,0,0,0,0,0,0
MarianoFuentesS,MarianoFuentesS,,0,0,0,0,0,0,0,0,0
ccoohutorrejon,ccoohutorrejon,,0,0,0,0,0,0,0,0,0
jmvergesprat,jmvergesprat,,3,0,1,1,0,2182,0,1,1
EquipoEspadas,EquipoEspadas,,13,11,0,11,0,290,11,0,11
ionebelarra,ionebelarra,,6,19,0,19,0,507,19,0,19
Huelva_Espadas,Huelva_Espadas,,13,1,0,1,0,2183,1,0,1
SMNARANCOAV,SMNARANCOAV,,0,0,0,0,0,0,0,0,0
el_pais,el_pais,,11,4,4,8,0,1315,4,4,8
MariaCamino,MariaCamino,,0,0,0,0,0,0,0,0,0
susotorres,susotorres,,0,0,0,0,0,0,0,0,0
NAPLESisLib,NAPLESisLib,,0,0,0,0,0,0,0,0,0
roobe_lb000,roobe_lb000,,0,0,0,0,0,0,0,0,0
ricardoapa73,ricardoapa73,,0,0,0,0,0,0,0,0,0
mruiz_gema,mruiz_gema,,13,0,4,4,0,2184,0,4,4
joancalabuig,joancalabuig,,10,0,6,6,0,2185,0,6,6
DigitalSkillsES,DigitalSkillsES,,1,1,1,2,0,1488,1,1,2
juako53,juako53,,13,0,2,2,0,2186,0,2,2
pillifamily,pillifamily,,5,0,2,2,0,2187,0,2,2
LifeMethamorph,LifeMethamorph,,0,0,0,0,0,0,0,0,0
MasMadrid__,MasMadrid__,,6,1,0,1,0,1045,1,0,1
HectorPeCal,HectorPeCal,,0,0,0,0,0,0,0,0,0
veronicajuan,veronicajuan,,0,0,0,0,0,0,0,0,0
Koala57,Koala57,,13,0,2,2,0,2188,0,2,2
fcjgrm,fcjgrm,,11,0,2,2,0,2189,0,2,2
solanarana,solanarana,,0,0,0,0,0,0,0,0,0
burguilloslopez,burguilloslopez,,0,0,0,0,0,0,0,0,0
andreuiranzo,andreuiranzo,,14,1,1,2,0,2036,1,1,2
Mknews_es,Mknews_es,,9,1,0,1,0,586,1,0,1
gamm_archiveros,gamm_archiveros,,9,3,2,5,0,902,3,2,5
alvaro_perez_13,alvaro_perez_13,,0,0,0,0,0,0,0,0,0
PT_Vino,PT_Vino,,3,1,2,3,0,572,1,2,3
atlanTTic_uvigo,atlanTTic_uvigo,,10,0,3,3,0,2190,0,3,3
Mirito_estevo,Mirito_estevo,,0,0,0,0,0,0,0,0,0
Magisnet,Magisnet,,3,0,2,2,0,2191,0,2,2
conticgo_net,conticgo_net,,0,0,0,0,0,0,0,0,0
Skogul_Valkyrja,Skogul_Valkyrja,,13,0,3,3,0,2192,0,3,3
elisadelanuez,elisadelanuez,,1,0,1,1,0,2193,0,1,1
Aranherna,Aranherna,,0,0,0,0,0,0,0,0,0
CarmenL12649528,CarmenL12649528,,0,0,0,0,0,0,0,0,0
gzumeta,gzumeta,,1,2,2,4,0,2135,2,2,4
carminova,carminova,,0,0,0,0,0,0,0,0,0
enlight_ED,enlight_ED,,4,2,2,4,0,178,2,2,4
julianinza,julianinza,,11,0,1,1,0,2194,0,1,1
pedro_casares,pedro_casares,,13,14,2,16,0,230,14,2,16
rauldiezvazquez,rauldiezvazquez,,14,0,2,2,0,2195,0,2,2
jjbotev,jjbotev,,0,0,0,0,0,0,0,0,0
CRASTURIAS,CRASTURIAS,,0,0,0,0,0,0,0,0,0
Jluisvb,Jluisvb,,0,0,0,0,0,0,0,0,0
Francis16893780,Francis16893780,,0,0,0,0,0,0,0,0,0
slealm,slealm,,0,3,1,4,0,2148,3,1,4
VBegoa,VBegoa,,0,0,0,0,0,0,0,0,0
APCAS_Asoc,APCAS_Asoc,,0,0,0,0,0,0,0,0,0
jjmerelo,jjmerelo,,15,0,2,2,0,2196,0,2,2
IkaslanBizkaia,IkaslanBizkaia,,8,0,2,2,0,2197,0,2,2
soyjoaquingomez,soyjoaquingomez,,0,0,0,0,0,0,0,0,0
AngelLabernia,AngelLabernia,,0,0,0,0,0,0,0,0,0
atalayasolution,atalayasolution,,0,0,0,0,0,0,0,0,0
g3rsio,g3rsio,,0,0,0,0,0,0,0,0,0
HoyPorHoyBilbao,HoyPorHoyBilbao,,0,0,0,0,0,0,0,0,0
morsemua,morsemua,,0,0,0,0,0,0,0,0,0
lainde,lainde,,4,1,0,1,0,1871,1,0,1
Saramurcia,Saramurcia,,0,0,0,0,0,0,0,0,0
Fundacionimase,Fundacionimase,,10,2,0,2,0,1234,2,0,2
marinabrocca,marinabrocca,,9,2,0,2,0,1801,2,0,2
EvaOG4,EvaOG4,,14,0,3,3,0,2198,0,3,3
UGTLaRioja,UGTLaRioja,,0,0,0,0,0,0,0,0,0
TechfriendlyEs,TechfriendlyEs,,9,2,0,2,0,165,2,0,2
Bibtntcsic,Bibtntcsic,,4,0,1,1,0,2199,0,1,1
CastroConfi,CastroConfi,,0,0,0,0,0,0,0,0,0
TxemaUrkijo,TxemaUrkijo,,0,0,0,0,0,0,0,0,0
gustavolopez,gustavolopez,,0,0,0,0,0,0,0,0,0
pentelico,pentelico,,0,0,0,0,0,0,0,0,0
thejtoken,thejtoken,,0,0,0,0,0,0,0,0,0
JTinaquero,JTinaquero,,0,0,0,0,0,0,0,0,0
HACKER_CAR,HACKER_CAR,,0,0,0,0,0,0,0,0,0
jmgarmilla,jmgarmilla,,0,0,0,0,0,0,0,0,0
valientesempren,valientesempren,,9,4,0,4,0,184,4,0,4
PodemosXixon,PodemosXixon,,6,9,1,10,0,385,9,1,10
JosRuizMolina6,JosRuizMolina6,,0,0,0,0,0,0,0,0,0
EFETV,EFETV,,0,0,0,0,0,0,0,0,0
MartaArribasSan,MartaArribasSan,,0,0,0,0,0,0,0,0,0
incolabsmart,incolabsmart,,0,0,0,0,0,0,0,0,0
MaRIa_MaJ,MaRIa_MaJ,,0,0,0,0,0,0,0,0,0
jl_hoyas,jl_hoyas,,0,0,0,0,0,0,0,0,0
LiberioPerez,LiberioPerez,,0,0,0,0,0,0,0,0,0
victoriotwitt,victoriotwitt,,0,0,0,0,0,0,0,0,0
vayapardecestas,vayapardecestas,,0,0,0,0,0,0,0,0,0
vestertraining,vestertraining,,0,0,0,0,0,0,0,0,0
podemosvq,podemosvq,,13,0,2,2,0,2200,0,2,2
carlosZRMd,carlosZRMd,,0,0,0,0,0,0,0,0,0
JaimeObregon,JaimeObregon,,9,12,2,14,0,1013,12,2,14
ElenaSaiz63,ElenaSaiz63,,0,0,0,0,0,0,0,0,0
LibreLabGRX,LibreLabGRX,,0,0,0,0,0,0,0,0,0
jtoupo,jtoupo,,0,0,0,0,0,0,0,0,0
kaleidosnet,kaleidosnet,,0,0,0,0,0,0,0,0,0
roberto_alv_oll,roberto_alv_oll,,9,0,1,1,0,2201,0,1,1
CEPdeJEREZ,CEPdeJEREZ,,16,1,0,1,0,1077,1,0,1
miloabeno,miloabeno,,0,0,0,0,0,0,0,0,0
AMPACERROAMATE,AMPACERROAMATE,,0,0,0,0,0,0,0,0,0
MitsuElect,MitsuElect,,13,1,0,1,0,1026,1,0,1
santalucia_imp,santalucia_imp,,8,0,2,2,0,2202,0,2,2
CsValencia_Prov,CsValencia_Prov,,0,0,0,0,0,0,0,0,0
Eugalher,Eugalher,,10,1,0,1,0,1951,1,0,1
LorenaRosaleny,LorenaRosaleny,,12,0,3,3,0,2203,0,3,3
Alfa1Espana,Alfa1Espana,,0,0,0,0,0,0,0,0,0
IreneBanosR,IreneBanosR,,0,0,0,0,0,0,0,0,0
AitorSSM,AitorSSM,,16,0,2,2,0,2204,0,2,2
vicentescriva,vicentescriva,,0,0,0,0,0,0,0,0,0
jorgemillanastr,jorgemillanastr,,10,0,2,2,0,2205,0,2,2
NeoAngel1984,NeoAngel1984,,0,0,0,0,0,0,0,0,0
CEBAS_CSIC,CEBAS_CSIC,,0,0,0,0,0,0,0,0,0
agucardenas,agucardenas,,9,0,2,2,0,2206,0,2,2
JPICONS,JPICONS,,9,0,3,3,0,2208,0,3,3
carina211,carina211,,3,0,1,1,0,2209,0,1,1
watashiwajota,watashiwajota,,0,0,0,0,0,0,0,0,0
PattyBrown55,PattyBrown55,,0,0,0,0,0,0,0,0,0
Yavanna80,Yavanna80,,0,0,0,0,0,0,0,0,0
SPerezminguez,SPerezminguez,,0,0,0,0,0,0,0,0,0
teresajimenez64,teresajimenez64,,13,0,2,2,0,2210,0,2,2
CVictoria1,CVictoria1,,0,0,0,0,0,0,0,0,0
TurismoGalicia1,TurismoGalicia1,,9,2,0,2,0,418,2,0,2
Tecnologiavasca,Tecnologiavasca,,0,0,2,2,0,2211,0,2,2
RMartino1969,RMartino1969,,0,0,0,0,0,0,0,0,0
jlventin,jlventin,,0,0,0,0,0,0,0,0,0
PromoSpain,PromoSpain,,0,0,0,0,0,0,0,0,0
Ostraca_,Ostraca_,,0,0,0,0,0,0,0,0,0
AbrahmRoxenLove,AbrahmRoxenLove,,0,0,0,0,0,0,0,0,0
Lufigar,Lufigar,,0,0,0,0,0,0,0,0,0
aestebank,aestebank,,0,0,0,0,0,0,0,0,0
informaria,informaria,,1,0,1,1,0,2212,0,1,1
nacionahorrotv,nacionahorrotv,,0,0,0,0,0,0,0,0,0
UbaldoHervas,UbaldoHervas,,10,2,1,3,0,394,2,1,3
jenherranz,jenherranz,,0,0,0,0,0,0,0,0,0
Dr_TIC,Dr_TIC,,0,0,4,4,0,2213,0,4,4
DelegGobNavarra,DelegGobNavarra,,13,1,1,2,0,1750,1,1,2
GlobController,GlobController,,0,0,0,0,0,0,0,0,0
toni_mantis,toni_mantis,,0,0,0,0,0,0,0,0,0
invest_ull,invest_ull,,0,0,3,3,0,2215,0,3,3
pp_jaen,pp_jaen,,0,0,0,0,0,0,0,0,0
bloodymary,bloodymary,,0,0,0,0,0,0,0,0,0
EnriquePlayan,EnriquePlayan,,0,0,0,0,0,0,0,0,0
crgorgolas,crgorgolas,,0,0,0,0,0,0,0,0,0
arcaruralcat,arcaruralcat,,0,0,0,0,0,0,0,0,0
CienciaenRedes,CienciaenRedes,,1,1,1,2,0,852,1,1,2
HugistaSiempre,HugistaSiempre,,0,0,0,0,0,0,0,0,0
Ingenio_CsicUpv,Ingenio_CsicUpv,,16,2,0,2,0,453,2,0,2
jose197312,jose197312,,9,0,4,4,0,2216,0,4,4
fernavia,fernavia,,0,0,0,0,0,0,0,0,0
VictorNavazo,VictorNavazo,,0,0,0,0,0,0,0,0,0
agarciacarom,agarciacarom,,16,0,2,2,0,2217,0,2,2
TranviasyTrenes,TranviasyTrenes,,10,3,0,3,0,129,3,0,3
MayoresMas,MayoresMas,,13,1,0,1,0,2144,1,0,1
AeasAgua,AeasAgua,,0,0,0,0,0,0,0,0,0
Raquelffdez,Raquelffdez,,0,0,0,0,0,0,0,0,0
totem_es,totem_es,,0,0,0,0,0,0,0,0,0
CivilEspana,CivilEspana,,4,2,0,2,0,1617,2,0,2
JuventudCanaria,JuventudCanaria,,0,0,0,0,0,0,0,0,0
carnebook_com,carnebook_com,,0,0,0,0,0,0,0,0,0
Gergarcia76,Gergarcia76,,0,0,0,0,0,0,0,0,0
jocf,jocf,,0,0,0,0,0,0,0,0,0
naiz_info,naiz_info,,6,1,0,1,0,1574,1,0,1
IzziG21,IzziG21,,0,0,0,0,0,0,0,0,0
FundacionAZ,FundacionAZ,,11,2,1,3,0,857,2,1,3
ARPAGAL,ARPAGAL,,0,0,0,0,0,0,0,0,0
CatedraBOB,CatedraBOB,,0,0,4,4,0,2219,0,4,4
AngelesMarra,AngelesMarra,,13,9,3,12,0,227,9,3,12
NA_VEAC,NA_VEAC,,10,2,0,2,0,1369,2,0,2
sergiocerveras,sergiocerveras,,0,0,0,0,0,0,0,0,0
MAMBORA1,MAMBORA1,,0,0,0,0,0,0,0,0,0
CTAndalucia,CTAndalucia,,16,7,1,8,0,132,7,1,8
ulisescortes,ulisescortes,,0,0,0,0,0,0,0,0,0
redrunacional,redrunacional,,13,0,2,2,0,2220,0,2,2
FICCOOCat,FICCOOCat,,0,0,0,0,0,0,0,0,0
MARCELI21540333,MARCELI21540333,,0,0,0,0,0,0,0,0,0
alex_alcazarm,alex_alcazarm,,0,0,0,0,0,0,0,0,0
IDCSpain,IDCSpain,,14,7,7,14,0,144,7,7,14
BigBuy_dropship,BigBuy_dropship,,0,0,0,0,0,0,0,0,0
ja_gonzalez49,ja_gonzalez49,,0,0,0,0,0,0,0,0,0
CositalValencia,CositalValencia,,1,0,1,1,0,2221,0,1,1
bibliodoc,bibliodoc,,0,0,0,0,0,0,0,0,0
mrtoledo2010,mrtoledo2010,,0,0,0,0,0,0,0,0,0
currobasagoiti,currobasagoiti,,0,0,0,0,0,0,0,0,0
ascri_info,ascri_info,,10,3,0,3,0,589,3,0,3
jopela2,jopela2,,3,0,2,2,0,2222,0,2,2
fomIoT,fomIoT,,16,1,3,4,0,1797,1,3,4
676Alex,676Alex,,0,0,0,0,0,0,0,0,0
gonzalomontes77,gonzalomontes77,,0,0,0,0,0,0,0,0,0
AisfPartners,AisfPartners,,0,0,0,0,0,0,0,0,0
ConsorciAOC,ConsorciAOC,,0,0,0,0,0,0,0,0,0
bioscire,bioscire,,0,0,0,0,0,0,0,0,0
enekoknorr,enekoknorr,,4,1,0,1,0,1746,1,0,1
Cristal530R,Cristal530R,,0,0,0,0,0,0,0,0,0
cesarluena,cesarluena,,0,0,0,0,0,0,0,0,0
grudilec,grudilec,,10,0,2,2,0,2223,0,2,2
EmergeCanarias_,EmergeCanarias_,,0,0,2,2,0,2224,0,2,2
Setelaw,Setelaw,,0,0,0,0,0,0,0,0,0
MJGADIR,MJGADIR,,0,0,0,0,0,0,0,0,0
mjpunterp,mjpunterp,,8,0,2,2,0,2225,0,2,2
sofixrxmos,sofixrxmos,,0,0,0,0,0,0,0,0,0
anasan31681703,anasan31681703,,0,0,0,0,0,0,0,0,0
LlunaGamero,LlunaGamero,,0,0,0,0,0,0,0,0,0
Ship2BFound,Ship2BFound,,0,0,0,0,0,0,0,0,0
ruralnet2,ruralnet2,,0,0,0,0,0,0,0,0,0
beyoncesar,beyoncesar,,0,0,0,0,0,0,0,0,0
RutinasInnova,RutinasInnova,,8,5,1,6,0,517,5,1,6
SAPSpain,SAPSpain,,9,7,0,7,0,124,7,0,7
1951195r,1951195r,,0,0,0,0,0,0,0,0,0
marketingandweb,marketingandweb,,9,6,3,9,0,278,6,3,9
PPCidadeOurense,PPCidadeOurense,,9,1,1,2,0,2226,1,1,2
seamistmermaid,seamistmermaid,,11,0,2,2,0,2227,0,2,2
RMTransparencia,RMTransparencia,,8,1,0,1,0,511,1,0,1
Mariaperezpere,Mariaperezpere,,13,0,5,5,0,2228,0,5,5
KURERESALUD,KURERESALUD,,0,0,0,0,0,0,0,0,0
elenaarrieta,elenaarrieta,,4,3,0,3,0,791,3,0,3
Sarita_Oss,Sarita_Oss,,0,0,0,0,0,0,0,0,0
MARTTIXX,MARTTIXX,,0,0,0,0,0,0,0,0,0
StevenForti,StevenForti,,0,0,0,0,0,0,0,0,0
amor_sano_,amor_sano_,,16,0,2,2,0,2229,0,2,2
mluisapujol,mluisapujol,,4,0,2,2,0,2230,0,2,2
xavidotcat,xavidotcat,,0,0,0,0,0,0,0,0,0
mbenitoh,mbenitoh,,0,0,0,0,0,0,0,0,0
designetworking,designetworking,,10,4,4,8,0,395,4,4,8
ML_Carrero,ML_Carrero,,0,0,0,0,0,0,0,0,0
TereMalladaPP,TereMalladaPP,,0,0,0,0,0,0,0,0,0
LuisManuelCant8,LuisManuelCant8,,0,0,0,0,0,0,0,0,0
VisibleSoft,VisibleSoft,,7,3,0,3,0,443,3,0,3
nacionsaludtv,nacionsaludtv,,0,0,0,0,0,0,0,0,0
paloma_scr,paloma_scr,,0,0,0,0,0,0,0,0,0
PanicOrfila,PanicOrfila,,13,2,3,5,0,1105,2,3,5
Xiscally,Xiscally,,6,0,3,3,0,2231,0,3,3
gecp_org,gecp_org,,11,3,0,3,0,602,3,0,3
Nueva_Canarias,Nueva_Canarias,,6,2,0,2,0,2091,2,0,2
Cs_Andalucia,Cs_Andalucia,,16,0,6,6,0,2232,0,6,6
AntonioMoll,AntonioMoll,,13,0,2,2,0,2233,0,2,2
healthioglobal,healthioglobal,,9,1,0,1,0,1228,1,0,1
eugenionarbaiza,eugenionarbaiza,,0,0,0,0,0,0,0,0,0
JAMacarro,JAMacarro,,0,0,0,0,0,0,0,0,0
manuelpastor,manuelpastor,,0,0,0,0,0,0,0,0,0
PSOE_CyL,PSOE_CyL,,13,8,1,9,0,229,8,1,9
CiutadansCs,CiutadansCs,,0,0,0,0,0,0,0,0,0
Bolsalea,Bolsalea,,0,0,0,0,0,0,0,0,0
warmadg,warmadg,,0,0,0,0,0,0,0,0,0
MARIFEALBERDI,MARIFEALBERDI,,0,0,0,0,0,0,0,0,0
senaymoon,senaymoon,,0,0,0,0,0,0,0,0,0
cheloserradilla,cheloserradilla,,13,0,4,4,0,2234,0,4,4
milagros_andreu,milagros_andreu,,0,0,4,4,0,2235,0,4,4
javiermgilabert,javiermgilabert,,9,5,2,7,0,202,5,2,7
UCCiUSAL,UCCiUSAL,,0,0,0,0,0,0,0,0,0
JA_Mondejar,JA_Mondejar,,15,0,2,2,0,2236,0,2,2
luisorro,luisorro,,0,0,0,0,0,0,0,0,0
wicho,wicho,,15,2,1,3,0,1561,2,1,3
sebas40pm,sebas40pm,,0,0,0,0,0,0,0,0,0
AruOwlsArts,AruOwlsArts,,0,0,0,0,0,0,0,0,0
CsGracia,CsGracia,,0,0,0,0,0,0,0,0,0
hipsterenparo,hipsterenparo,,0,0,0,0,0,0,0,0,0
_manuelmoreno,_manuelmoreno,,1,2,1,3,0,114,2,1,3
lolorubio42,lolorubio42,,0,0,0,0,0,0,0,0,0
UGTSEATComp,UGTSEATComp,,0,0,0,0,0,0,0,0,0
manuel_ruiz07,manuel_ruiz07,,0,0,0,0,0,0,0,0,0
JuanEQuevedo,JuanEQuevedo,,0,0,0,0,0,0,0,0,0
jaualorindios,jaualorindios,,0,0,0,0,0,0,0,0,0
eliasbendodo,eliasbendodo,,16,12,0,12,0,3,12,0,12
yodralopez,yodralopez,,0,0,0,0,0,0,0,0,0
SergioFT92,SergioFT92,,0,0,0,0,0,0,0,0,0
CEDERmerindades,CEDERmerindades,,13,2,0,2,0,1284,2,0,2
mrodrigt,mrodrigt,,0,0,0,0,0,0,0,0,0
aorus_es,aorus_es,,11,1,0,1,0,692,1,0,1
CreandoBLOG,CreandoBLOG,,0,0,0,0,0,0,0,0,0
johnhurley,johnhurley,,0,0,0,0,0,0,0,0,0
nelvasper,nelvasper,,0,0,0,0,0,0,0,0,0
CapitalRiesgo1,CapitalRiesgo1,,4,2,0,2,0,1029,2,0,2
GDGZaragoza,GDGZaragoza,,0,0,0,0,0,0,0,0,0
drluisley,drluisley,,3,2,0,2,0,1614,2,0,2
GVAivace,GVAivace,,8,1,0,1,0,122,1,0,1
PazNeumologia,PazNeumologia,,0,0,0,0,0,0,0,0,0
Santi20155914,Santi20155914,,0,0,2,2,0,2237,0,2,2
WoltersKluwerEs,WoltersKluwerEs,,9,2,3,5,0,724,2,3,5
EducaAnd,EducaAnd,,16,11,2,13,0,391,11,2,13
parqUC3M,parqUC3M,,9,8,5,13,0,76,8,5,13
muyinteresante,muyinteresante,,4,1,0,1,0,251,1,0,1
okdiario,okdiario,,16,5,0,5,0,363,5,0,5
Javi_Nau,Javi_Nau,,0,0,0,0,0,0,0,0,0
DiegoMoldesGonz,DiegoMoldesGonz,,0,0,0,0,0,0,0,0,0
Praxedestielve,Praxedestielve,,0,0,0,0,0,0,0,0,0
J_VENTURA_58,J_VENTURA_58,,0,0,0,0,0,0,0,0,0
mdballesteros,mdballesteros,,0,0,0,0,0,0,0,0,0
anpearagon,anpearagon,,0,0,0,0,0,0,0,0,0
secmotic,secmotic,,0,0,0,0,0,0,0,0,0
begonys,begonys,,0,0,0,0,0,0,0,0,0
ItsasoLarrieta,ItsasoLarrieta,,0,0,0,0,0,0,0,0,0
Agjuanes1,Agjuanes1,,4,0,2,2,0,2238,0,2,2
bearuizvinue,bearuizvinue,,14,2,0,2,0,1298,2,0,2
JoseAnt1472,JoseAnt1472,,0,0,0,0,0,0,0,0,0
darrabali,darrabali,,0,0,0,0,0,0,0,0,0
antoniomengual1,antoniomengual1,,0,0,0,0,0,0,0,0,0
ceeiburgos,ceeiburgos,,0,0,0,0,0,0,0,0,0
Mrio_kballero,Mrio_kballero,,0,0,0,0,0,0,0,0,0
julia_tappi,julia_tappi,,0,0,0,0,0,0,0,0,0
BCN_CTR_FIN_EUR,BCN_CTR_FIN_EUR,,0,0,0,0,0,0,0,0,0
GuillermoDiazCs,GuillermoDiazCs,,0,0,0,0,0,0,0,0,0
salvadorsuarez,salvadorsuarez,,10,1,1,2,0,1138,1,1,2
SK42L3TT,SK42L3TT,,0,0,0,0,0,0,0,0,0
FeSMCPV,FeSMCPV,,0,0,0,0,0,0,0,0,0
RIZOS_MIR,RIZOS_MIR,,0,0,0,0,0,0,0,0,0
juanpri,juanpri,,0,0,0,0,0,0,0,0,0
Laroa14,Laroa14,,0,0,0,0,0,0,0,0,0
otazu35,otazu35,,0,0,0,0,0,0,0,0,0
oloraterra57,oloraterra57,,0,0,0,0,0,0,0,0,0
Linsilla,Linsilla,,0,0,0,0,0,0,0,0,0
l_e_digital,l_e_digital,,14,0,1,1,0,2239,0,1,1
dipuAlicante,dipuAlicante,,5,1,0,1,0,1197,1,0,1
pablofanegas,pablofanegas,,0,0,0,0,0,0,0,0,0
noera238,noera238,,13,0,1,1,0,2240,0,1,1
perello_ignacio,perello_ignacio,,0,0,0,0,0,0,0,0,0
HRJosep,HRJosep,,0,0,0,0,0,0,0,0,0
ARESTEINFORMA,ARESTEINFORMA,,11,0,3,3,0,2242,0,3,3
SoniaAmable,SoniaAmable,,0,0,0,0,0,0,0,0,0
amilcarmestre,amilcarmestre,,0,0,0,0,0,0,0,0,0
CentroEmpleoUA,CentroEmpleoUA,,2,1,1,2,0,2243,1,1,2
artemisrivero,artemisrivero,,0,0,0,0,0,0,0,0,0
ReAcciona_Igape,ReAcciona_Igape,,2,2,0,2,0,767,2,0,2
xataka,xataka,,15,5,0,5,0,92,5,0,5
JV_selecto,JV_selecto,,0,0,0,0,0,0,0,0,0
MARIANOPROVENCI,MARIANOPROVENCI,,11,1,0,1,0,1519,1,0,1
cytomic_,cytomic_,,0,0,0,0,0,0,0,0,0
AEGarcia_UC,AEGarcia_UC,,0,0,0,0,0,0,0,0,0
PacoBree,PacoBree,,3,0,2,2,0,2244,0,2,2
Carlomagno91,Carlomagno91,,0,0,0,0,0,0,0,0,0
GrupoHEFAME_es,GrupoHEFAME_es,,13,0,1,1,0,2245,0,1,1
aherranz,aherranz,,14,1,0,1,0,137,1,0,1
Compaany96,Compaany96,,0,0,0,0,0,0,0,0,0
nllobre,nllobre,,0,0,0,0,0,0,0,0,0
yomismaconcha,yomismaconcha,,6,0,5,5,0,2246,0,5,5
AndreuSocial,AndreuSocial,,0,0,0,0,0,0,0,0,0
ibercaja,ibercaja,,3,2,0,2,0,1275,2,0,2
Zsed84,Zsed84,,0,0,0,0,0,0,0,0,0
franorgaz,franorgaz,,0,0,0,0,0,0,0,0,0
ALCBDS_StartUp,ALCBDS_StartUp,,0,0,0,0,0,0,0,0,0
evacolladoduran,evacolladoduran,,9,1,0,1,0,2247,1,0,1
LGMateos,LGMateos,,9,2,0,2,0,1012,2,0,2
TurismoEspGob,TurismoEspGob,,13,0,2,2,0,2248,0,2,2
interacso,interacso,,1,2,2,4,0,303,2,2,4
profiteditorial,profiteditorial,,3,0,1,1,0,2249,0,1,1
KevinL1997,KevinL1997,,0,0,0,0,0,0,0,0,0
PCTCLM,PCTCLM,,0,0,0,0,0,0,0,0,0
LaGranjaLeon,LaGranjaLeon,,0,0,0,0,0,0,0,0,0
enerTIC_es,enerTIC_es,,10,0,2,2,0,2250,0,2,2
MiniOtako,MiniOtako,,0,0,0,0,0,0,0,0,0
LiliaMisnovelas,LiliaMisnovelas,,6,0,2,2,0,2251,0,2,2
AEACaP,AEACaP,,11,2,0,2,0,60,2,0,2
81sisco,81sisco,,0,0,0,0,0,0,0,0,0
teamingday,teamingday,,11,1,0,1,0,61,1,0,1
astrisc0,astrisc0,,0,0,0,0,0,0,0,0,0
